UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,(*)Production_Qty,(*)Availability,(*)Quality_Rate,(*)Defect_Rate,(*)Power_Consumption,(*)Performance,(*)OEE,(*)Risk_Level,(*)Maintenance_Priority,(*)Equipment_ID,(*)Line
8047,L55226,L,300.6,311.8,1471,41.4,39,0,0,0,0,0,0,114.15,96.16,99.22,0.780000000000001,60.8994,81.7222222222222,77.9711329955555,Medium,Plan,MC-8047,Line 101
8048,L55227,L,300.6,311.9,1463,38.2,41,0,0,0,0,0,0,113.85,96,100,0,55.8866,81.2777777777778,78.0266666666667,Medium,Plan,MC-8048,Line 101
8049,L55228,L,300.6,311.9,1413,41.3,43,0,0,0,0,0,0,113.55,96.02,99.23,0.769999999999996,58.3569,78.5,74.79530711,Medium,Plan,MC-8049,Line 101
8050,H37463,H,300.6,311.9,1604,30.5,45,0,0,0,0,0,0,113.25,94.3,100,0,48.922,89.1111111111111,84.0317777777778,Medium,Plan,MC-8050,Line 201
8051,L55230,L,300.7,312,1401,51.1,50,0,0,0,0,0,0,112.5,93.78,96.27,3.73,71.5911,77.8333333333333,70.26949467,Medium,Plan,MC-8051,Line 101
8052,L55231,L,300.6,311.8,1652,27.2,52,0,0,0,0,0,0,112.2,93.36,100,0,44.9344,91.7777777777778,85.6837333333333,Low,Normal,MC-8052,Line 101
8053,L55232,L,300.5,311.9,1403,45.7,54,0,0,0,0,0,0,111.9,94.7,97.91,2.09,64.1171,77.9444444444444,72.2706890611111,Medium,Plan,MC-8053,Line 101
8054,L55233,L,300.5,311.9,1887,21.7,56,0,0,0,0,0,0,111.6,92.1,100,0,40.9479,100,92.1,Low,Normal,MC-8054,Line 101
8055,L55234,L,300.4,311.8,1405,47.9,58,0,0,0,0,0,0,111.3,94.1,97.27,2.73,67.2995,78.0555555555556,71.4450851944444,Medium,Plan,MC-8055,Line 101
8056,H37469,H,300.2,311.6,1496,41.1,60,0,0,0,0,0,0,111,95.38,99.35,0.650000000000006,61.4856,83.1111111111111,78.7561138222222,Medium,Plan,MC-8056,Line 201
8057,L55236,L,300.1,311.5,1499,43.4,65,0,0,0,0,0,0,110.25,94.72,98.68,1.31999999999999,65.0566,83.2777777777778,77.8394857244445,Medium,Plan,MC-8057,Line 101
8058,L55237,L,300.2,311.5,1549,37.2,67,0,0,0,0,0,0,109.95,94.76,100,0,57.6228,86.0555555555556,81.5462444444444,Medium,Plan,MC-8058,Line 101
8059,L55238,L,300.3,311.6,1515,44.9,69,0,0,0,0,0,0,109.65,94.26,98.21,1.79000000000001,68.0235,84.1666666666667,77.91539455,Medium,Plan,MC-8059,Line 101
8060,L55239,L,300.2,311.6,1540,37.7,71,0,0,0,0,0,0,109.35,94.7,100,0,58.058,85.5555555555556,81.0211111111111,Medium,Plan,MC-8060,Line 101
8061,H37474,H,300.2,311.5,1426,44.3,73,0,0,0,0,0,0,109.05,94.22,98.41,1.58999999999999,63.1718,79.2222222222222,73.4563512511111,Medium,Plan,MC-8061,Line 201
8062,M22921,M,300.2,311.6,1465,41.4,78,0,0,0,0,0,0,108.3,94.6,99.26,0.740000000000009,60.651,81.3888888888889,76.4241341111111,Medium,Plan,MC-8062,Line 102
8063,M22922,M,300.3,311.6,1359,54.1,81,0,0,0,0,0,0,107.85,91.94,95.45,4.55000000000001,73.5219,75.5,66.25633115,Warning,Normal,MC-8063,Line 102
8064,M22923,M,300.3,311.7,1551,36.4,84,0,0,0,0,0,0,107.4,93.92,100,0,56.4564,86.1666666666667,80.9277333333333,Medium,Plan,MC-8064,Line 102
8065,L55244,L,300.5,311.8,1596,34.8,87,0,0,0,0,0,0,106.95,93.48,100,0,55.5408,88.6666666666667,82.8856,Medium,Plan,MC-8065,Line 101
8066,M22925,M,300.5,311.9,1670,26.3,89,0,0,0,0,0,0,106.65,91.7,100,0,43.921,92.7777777777778,85.0772222222222,Low,Normal,MC-8066,Line 102
8067,L55246,L,300.4,311.9,1868,21.3,92,0,0,0,0,0,0,106.2,90.58,100,0,39.7884,100,90.58,Low,Normal,MC-8067,Line 101
8068,M22927,M,300.6,312,1490,39.8,94,0,0,0,0,0,0,105.9,94.2,99.66,0.340000000000003,59.302,82.7777777777778,77.711546,Medium,Plan,MC-8068,Line 102
8069,M22928,M,300.5,311.9,1676,35.2,97,0,0,0,0,0,0,105.45,93.16,100,0,58.9952,93.1111111111111,86.7423111111111,Low,Normal,MC-8069,Line 102
8070,M22929,M,300.5,311.9,1875,22.1,100,0,0,0,0,0,0,105,90.42,100,0,41.4375,100,90.42,Low,Normal,MC-8070,Line 102
8071,M22930,M,300.5,312,1867,23,103,0,0,0,0,0,0,104.55,90.48,100,0,42.941,100,90.48,Low,Normal,MC-8071,Line 102
8072,L55251,L,300.5,312,1646,29.5,106,0,0,0,0,0,0,104.1,91.66,100,0,48.557,91.4444444444444,83.8179777777778,Medium,Plan,MC-8072,Line 101
8073,H37486,H,300.5,312,1375,43.2,108,0,0,0,0,0,0,103.8,93.04,98.64,1.36000000000001,59.4,76.3888888888889,70.10564,Medium,Plan,MC-8073,Line 201
8074,L55253,L,300.5,312,1558,36.7,113,0,0,0,0,0,0,103.05,92.82,100,0,57.1786,86.5555555555556,80.3408666666667,Medium,Plan,MC-8074,Line 101
8075,L55254,L,300.4,312,1631,34.9,115,0,0,0,0,0,0,102.75,92.38,100,0,56.9219,90.6111111111111,83.7065444444444,Medium,Plan,MC-8075,Line 101
8076,L55255,L,300.4,312,1366,43,117,0,0,0,0,0,0,102.45,92.72,98.7,1.30000000000001,58.738,75.8888888888889,69.4494434666667,Warning,Normal,MC-8076,Line 101
8077,L55256,L,300.3,311.8,1360,48,119,0,0,0,0,0,0,102.15,91.64,97.24,2.76000000000001,65.28,75.5555555555556,67.3281116444444,Warning,Normal,MC-8077,Line 101
8078,L55257,L,300.3,311.8,1547,39.7,121,0,0,0,0,0,0,101.85,93.1,99.73,0.269999999999996,61.4159,85.9444444444444,79.7982392277778,Medium,Plan,MC-8078,Line 101
8079,L55258,L,300.3,311.7,1571,31.2,123,0,0,0,0,0,0,101.55,91.32,100,0,49.0152,87.2777777777778,79.7020666666667,Medium,Plan,MC-8079,Line 101
8080,L55259,L,300.2,311.5,1528,36.1,125,0,0,0,0,0,0,101.25,92.22,100,0,55.1608,84.8888888888889,78.2845333333333,Medium,Plan,MC-8080,Line 101
8081,H37494,H,300.2,311.5,1432,43.6,127,0,0,0,0,0,0,100.95,92.2,98.62,1.38,62.4352,79.5555555555556,72.3379891555556,Medium,Plan,MC-8081,Line 201
8082,L55261,L,300.2,311.6,1356,53.5,132,0,0,0,0,0,0,100.2,90.02,95.63,4.37,72.546,75.3333333333333,64.8515482533333,Warning,Normal,MC-8082,Line 101
8083,H37496,H,300.1,311.5,1422,46.2,134,0,0,0,0,0,0,99.9,91.4,97.84,2.16,65.6964,79,70.6463504,Medium,Plan,MC-8083,Line 201
8084,L55263,L,300.1,311.4,1438,42.2,139,0,0,0,0,0,0,99.15,92,99.06,0.939999999999998,60.6836,79.8888888888889,72.8068986666667,Medium,Plan,MC-8084,Line 101
8085,L55264,L,300.2,311.4,1483,44.4,141,0,0,0,0,0,0,98.85,91.48,98.4,1.59999999999999,65.8452,82.3888888888889,74.1634458666667,Medium,Plan,MC-8085,Line 101
8086,L55265,L,300.2,311.4,1331,49.8,143,0,0,0,0,0,0,98.55,90.32,96.78,3.22,66.2838,73.9444444444444,64.6360929866667,Warning,Normal,MC-8086,Line 101
8087,L55266,L,300.2,311.4,1463,37.5,145,0,0,0,0,0,0,98.25,91.7,100,0,54.8625,81.2777777777778,74.5317222222222,Medium,Plan,MC-8087,Line 101
8088,L55267,L,300.1,311.4,1446,40.6,147,0,0,0,0,0,0,97.95,92,99.54,0.460000000000008,58.7076,80.3333333333333,73.566696,Medium,Plan,MC-8088,Line 101
8089,L55268,L,300.1,311.4,1356,45.7,149,0,0,0,0,0,0,97.65,90.9,98.01,1.99000000000001,61.9692,75.3333333333333,67.1152878,Warning,Normal,MC-8089,Line 101
8090,L55269,L,300.1,311.3,1676,30.3,151,0,0,0,0,0,0,97.35,90.02,100,0,50.7828,93.1111111111111,83.8186222222222,Medium,Plan,MC-8090,Line 101
8091,L55270,L,300.1,311.4,1910,23,153,0,0,0,0,0,0,97.05,88.48,100,0,43.93,100,88.48,Low,Normal,MC-8091,Line 101
8092,L55271,L,300.2,311.6,1375,56.9,155,0,0,0,0,0,0,96.75,88.42,94.61,5.39,78.2375,76.3888888888889,63.9024848611111,Warning,Normal,MC-8092,Line 101
8093,M22952,M,300.2,311.6,1513,40.8,157,0,0,0,0,0,0,96.45,91.56,99.44,0.560000000000002,61.7304,84.0555555555555,76.5302835733333,Medium,Plan,MC-8093,Line 102
8094,L55273,L,300.2,311.6,1511,35.7,160,0,0,0,0,0,0,96,90.74,100,0,53.9427,83.9444444444444,76.1711888888889,Medium,Plan,MC-8094,Line 101
8095,H37508,H,300.2,311.6,1662,28.8,162,0,0,0,0,0,0,95.7,89.28,100,0,47.8656,92.3333333333333,82.4352,Medium,Plan,MC-8095,Line 201
8096,L55275,L,300.2,311.7,1493,48.3,167,0,0,0,0,0,0,94.95,89.66,97.17,2.83,72.1119,82.9444444444444,72.2633748033333,Medium,Plan,MC-8096,Line 101
8097,M22956,M,300.2,311.7,1555,37.4,169,0,0,0,0,0,0,94.65,90.72,100,0,58.157,86.3888888888889,78.372,Medium,Plan,MC-8097,Line 102
8098,L55277,L,300.3,311.7,1452,41.5,172,0,0,0,0,0,0,94.2,90.82,99.21,0.790000000000006,60.258,80.6666666666667,72.68270108,Medium,Plan,MC-8098,Line 101
8099,L55278,L,300.2,311.6,1500,39,174,0,0,0,0,0,0,93.9,90.84,99.98,0.0200000000000102,58.5,83.3333333333333,75.68486,Medium,Plan,MC-8099,Line 101
8100,L55279,L,300.2,311.7,1603,30.5,176,0,0,0,0,0,0,93.6,89.06,100,0,48.8915,89.0555555555556,79.3128777777778,Medium,Plan,MC-8100,Line 101
8101,L55280,L,300.3,311.7,1682,27.8,178,0,0,0,0,0,0,93.3,88.44,100,0,46.7596,93.4444444444444,82.6422666666667,Medium,Plan,MC-8101,Line 101
8102,L55281,L,300.3,311.8,1567,37.7,180,0,0,0,0,0,0,93,90.34,100,0,59.0759,87.0555555555556,78.6459888888889,Medium,Plan,MC-8102,Line 101
8103,L55282,L,300.3,311.8,1413,46,182,0,0,0,0,0,0,92.7,89.52,97.84,2.16,64.998,78.5,68.75529888,Warning,Normal,MC-8103,Line 101
8104,M22963,M,300.3,311.9,1429,41.6,184,0,0,0,0,0,0,92.4,90.32,99.14,0.859999999999999,59.4464,79.3888888888889,71.0873896622222,Medium,Plan,MC-8104,Line 102
8105,L55284,L,300.3,311.9,1692,31.5,187,0,0,0,0,0,0,91.95,88.82,100,0,53.298,94,83.4908,Medium,Plan,MC-8105,Line 101
8106,L55285,L,300.4,311.9,1476,48.7,189,0,0,0,0,0,0,91.65,88.7,97.01,2.98999999999999,71.8812,82,70.5592534,Medium,Plan,MC-8106,Line 101
8107,M22966,M,300.4,312,1596,30.4,191,0,0,0,0,0,0,91.35,88.44,100,0,48.5184,88.6666666666667,78.4168,Medium,Plan,MC-8107,Line 102
8108,H37521,H,300.3,311.9,1390,49,194,0,0,0,0,0,0,90.9,88.44,96.92,3.08,68.11,77.2222222222222,66.1918370666667,Warning,Normal,MC-8108,Line 201
8109,M22968,M,300.3,311.8,1607,33.7,199,0,0,0,0,0,0,90.15,88.78,100,0,54.1559,89.2777777777778,79.2608111111111,Medium,Plan,MC-8109,Line 102
8110,L55289,L,300.3,311.7,1821,26.3,202,0,0,0,0,0,0,89.7,87.18,100,0,47.8923,100,87.18,Low,Normal,MC-8110,Line 101
8111,H37524,H,300.3,311.8,2141,18.5,204,0,0,0,0,0,0,89.4,85.54,100,0,39.6085,100,85.54,Low,Normal,MC-8111,Line 201
8112,M22971,M,300.4,311.8,1553,33.1,209,1,1,0,0,0,0,88.65,63.73,100,0,51.4043,86.2777777777778,54.9848277777778,High,Immediate,MC-8112,Line 102
8113,M22972,M,300.4,311.8,1442,45.1,0,0,0,0,0,0,0,120,96.98,98.11,1.89,65.0342,80.1111111111111,76.2233813755556,Medium,Plan,MC-8113,Line 102
8114,L55293,L,300.4,311.7,1459,45.6,3,0,0,0,0,0,0,119.55,96.76,97.98,2.02000000000001,66.5304,81.0555555555556,76.8450825733333,Medium,Plan,MC-8114,Line 101
8115,H37528,H,300.4,311.8,2496,13.5,5,0,0,0,0,0,0,119.25,92.5,100,0,33.696,100,92.5,Low,Normal,MC-8115,Line 201
8116,L55295,L,300.4,311.8,1367,57.2,10,0,0,0,0,0,0,118.5,94.16,94.48,5.52,78.1924,75.9444444444444,67.5619761422222,Warning,Normal,MC-8116,Line 101
8117,L55296,L,300.3,311.8,2004,19.6,12,0,0,0,0,0,0,118.2,93.44,100,0,39.2784,100,93.44,Low,Normal,MC-8117,Line 101
8118,L55297,L,300.3,311.7,1406,47.5,14,0,0,0,0,0,0,117.9,95.94,97.41,2.59,66.785,78.1111111111111,72.99885918,Medium,Plan,MC-8118,Line 101
8119,L55298,L,300.3,311.8,1548,33,16,0,0,0,0,0,0,117.6,95.96,100,0,51.084,86,82.5256,Medium,Plan,MC-8119,Line 101
8120,L55299,L,300.3,311.7,1333,55.2,18,0,0,0,0,0,0,117.3,94.24,95.1,4.90000000000001,73.5816,74.0555555555556,66.3702477333333,Warning,Normal,MC-8120,Line 101
8121,L55300,L,300.2,311.6,1767,26.4,20,0,0,0,0,0,0,117,94.48,100,0,46.6488,98.1666666666667,92.7478666666667,Low,Normal,MC-8121,Line 101
8122,L55301,L,300.2,311.6,1827,27,22,0,0,0,0,0,0,116.7,94.52,100,0,49.329,100,94.52,Low,Normal,MC-8122,Line 101
8123,M22982,M,300.2,311.6,1533,46.4,24,0,0,0,0,0,0,116.4,95.76,97.76,2.24000000000001,71.1312,85.1666666666667,79.72875456,Medium,Plan,MC-8123,Line 102
8124,H37537,H,300.2,311.5,1515,36.8,27,0,0,0,0,0,0,115.95,96.28,100,0,55.752,84.1666666666667,81.0356666666667,Medium,Plan,MC-8124,Line 201
8125,L55304,L,300.2,311.4,1568,41,32,0,0,0,0,0,0,115.2,96.52,99.42,0.579999999999998,64.288,87.1111111111111,83.5919825066666,Medium,Plan,MC-8125,Line 101
8126,L55305,L,300.2,311.4,1452,47.8,34,0,0,0,0,0,0,114.9,95.08,97.38,2.62,69.4056,80.6666666666667,74.68838256,Medium,Plan,MC-8126,Line 101
8127,L55306,L,300.2,311.4,1433,37.9,36,0,0,0,0,0,0,114.6,96.14,100,0,54.3107,79.6111111111111,76.5381222222222,Medium,Plan,MC-8127,Line 101
8128,M22987,M,300.1,311.3,1650,33.8,38,0,0,0,0,0,0,114.3,95.24,100,0,55.77,91.6666666666667,87.3033333333333,Low,Normal,MC-8128,Line 102
8129,L55308,L,300.1,311.4,1629,31.3,41,0,0,0,0,0,0,113.85,94.62,100,0,50.9877,90.5,85.6311,Low,Normal,MC-8129,Line 101
8130,L55309,L,300,311.3,1520,39.2,43,0,0,0,0,0,0,113.55,96.12,99.98,0.0200000000000102,59.584,84.4444444444444,81.1517664,Medium,Plan,MC-8130,Line 101
8131,H37544,H,300,311.2,1393,43.1,45,0,0,0,0,0,0,113.25,95.58,98.83,1.17,60.0383,77.3888888888889,73.10287089,Medium,Plan,MC-8131,Line 201
8132,H37545,H,299.9,311.2,1364,49.6,50,0,0,0,0,0,0,112.5,94.08,96.88,3.11999999999999,67.6544,75.7777777777778,69.0674312533333,Warning,Normal,MC-8132,Line 201
8133,M22992,M,299.9,311.3,1389,50,55,0,0,0,0,0,0,111.75,93.8,96.74,3.26000000000001,69.45,77.1666666666667,70.0226692666667,Medium,Plan,MC-8133,Line 102
8134,L55313,L,299.8,311.1,1466,46.1,58,0,0,0,0,0,0,111.3,94.46,97.95,2.05,67.5826,81.4444444444444,75.3553075666667,Medium,Plan,MC-8134,Line 101
8135,L55314,L,299.7,311.1,1650,32.4,60,0,0,0,0,0,0,111,94.08,100,0,53.46,91.6666666666667,86.24,Low,Normal,MC-8135,Line 101
8136,L55315,L,299.6,311,1554,36.3,62,0,0,0,0,0,0,110.7,94.78,100,0,56.4102,86.3333333333333,81.8267333333333,Medium,Plan,MC-8136,Line 101
8137,M22996,M,299.6,310.9,1474,39.7,64,0,0,0,0,0,0,110.4,95.38,99.91,0.0899999999999892,58.5178,81.8888888888889,78.0353271622222,Medium,Plan,MC-8137,Line 102
8138,H37551,H,299.5,310.8,1600,32.4,67,0,0,0,0,0,0,109.95,93.8,100,0,51.84,88.8888888888889,83.3777777777778,Medium,Plan,MC-8138,Line 201
8139,L55318,L,299.5,310.8,1356,54.9,72,0,0,0,0,0,0,109.2,92.14,95.37,4.63,74.4444,75.3333333333333,66.19835156,Warning,Normal,MC-8139,Line 101
8140,L55319,L,299.5,310.8,1571,38.2,74,0,0,0,0,0,0,108.9,94.68,100,0,60.0122,87.2777777777778,82.6346,Medium,Plan,MC-8140,Line 101
8141,L55320,L,299.6,310.9,1658,28,76,0,0,0,0,0,0,108.6,92.56,100,0,46.424,92.1111111111111,85.2580444444444,Low,Normal,MC-8141,Line 101
8142,L55321,L,299.6,310.8,1393,49.9,78,0,0,0,0,0,0,108.3,92.9,96.87,3.13,69.5107,77.3888888888889,69.6439868833333,Warning,Normal,MC-8142,Line 101
8143,M23002,M,299.7,311,1448,49.8,80,0,0,0,0,0,0,108,92.84,96.86,3.14,72.1104,80.4444444444444,72.3395250844444,Medium,Plan,MC-8143,Line 102
8144,L55323,L,299.7,310.9,1477,40.4,83,0,0,0,0,0,0,107.55,94.6,99.7,0.299999999999997,59.6708,82.0555555555556,77.3916818888889,Medium,Plan,MC-8144,Line 101
8145,M23004,M,299.7,311,1506,42.7,85,0,0,0,0,0,0,107.25,94.06,98.99,1.01000000000001,64.3062,83.6666666666667,77.9020283133333,Medium,Plan,MC-8145,Line 102
8146,M23005,M,299.7,310.9,1685,32.1,88,0,0,0,0,0,0,106.8,92.9,100,0,54.0885,93.6111111111111,86.9647222222222,Low,Normal,MC-8146,Line 102
8147,L55326,L,299.6,310.9,1533,31.8,91,0,0,0,0,0,0,106.35,92.72,100,0,48.7494,85.1666666666667,78.9665333333333,Medium,Plan,MC-8147,Line 101
8148,L55327,L,299.5,310.8,1447,41,93,0,0,0,0,0,0,106.05,94.08,99.54,0.459999999999994,59.327,80.3888888888889,75.28196928,Medium,Plan,MC-8148,Line 101
8149,M23008,M,299.5,310.7,1488,39.5,95,0,0,0,0,0,0,105.75,94.1,100,0,58.776,82.6666666666667,77.7893333333333,Medium,Plan,MC-8149,Line 102
8150,M23009,M,299.6,310.8,1427,50.4,98,0,0,0,0,0,0,105.3,92,96.72,3.28,71.9208,79.2777777777778,70.5432693333333,Medium,Plan,MC-8150,Line 102
8151,M23010,M,299.5,310.7,1424,41.3,101,0,0,0,0,0,0,104.85,93.7,99.47,0.530000000000001,58.8112,79.1111111111111,73.7342374222222,Medium,Plan,MC-8151,Line 102
8152,L55331,L,299.5,310.7,1472,40.9,104,0,0,0,0,0,0,104.4,93.66,99.59,0.409999999999997,60.2048,81.7777777777778,76.2790350933333,Medium,Plan,MC-8152,Line 101
8153,L55332,L,299.5,310.7,1438,45.7,106,0,0,0,0,0,0,104.1,92.62,98.15,1.85000000000001,65.7166,79.8888888888889,72.6242167444444,Medium,Plan,MC-8153,Line 101
8154,L55333,L,299.6,310.8,1507,42.4,108,0,0,0,0,0,0,103.8,93.2,99.12,0.879999999999995,63.8968,83.7222222222222,77.3424549333333,Medium,Plan,MC-8154,Line 101
8155,L55334,L,299.6,310.7,1393,52.1,110,0,0,0,0,0,0,103.5,91.18,96.23,3.77,72.5753,77.3888888888889,67.9029566677778,Warning,Normal,MC-8155,Line 101
8156,L55335,L,299.5,310.8,1283,52.4,112,0,0,0,0,0,0,103.2,91.04,96.12,3.88,67.2292,71.2777777777778,62.37350688,Warning,Normal,MC-8156,Line 101
8157,L55336,L,299.6,310.8,1644,30.9,114,0,0,0,0,0,0,102.9,91.62,100,0,50.7996,91.3333333333333,83.6796,Medium,Plan,MC-8157,Line 101
8158,L55337,L,299.6,310.8,1498,46.9,116,0,0,0,0,0,0,102.6,91.98,97.77,2.22999999999999,70.2562,83.2222222222222,74.84078406,Medium,Plan,MC-8158,Line 101
8159,L55338,L,299.6,310.8,1400,40.8,118,0,0,0,0,0,0,102.3,93.12,99.6,0.399999999999991,57.12,77.7777777777778,72.13696,Medium,Plan,MC-8159,Line 101
8160,H37573,H,299.6,310.9,1679,31.2,120,0,0,0,0,0,0,102,91.44,100,0,52.3848,93.2777777777778,85.2932,Low,Normal,MC-8160,Line 201
8161,M23020,M,299.7,311.1,1618,30.3,125,0,0,0,0,0,0,101.25,91.06,100,0,49.0254,89.8888888888889,81.8528222222222,Medium,Plan,MC-8161,Line 102
8162,H37575,H,299.6,311,1714,30.2,128,0,0,0,0,0,0,100.8,90.92,100,0,51.7628,95.2222222222222,86.5760444444444,Low,Normal,MC-8162,Line 201
8163,L55342,L,299.6,311,1574,35,133,0,0,0,0,0,0,100.05,91.68,100,0,55.09,87.4444444444444,80.1690666666667,Medium,Plan,MC-8163,Line 101
8164,L55343,L,299.7,311.1,1574,36.4,135,0,0,0,0,0,0,99.75,91.88,100,0,57.2936,87.4444444444444,80.3439555555556,Medium,Plan,MC-8164,Line 101
8165,L55344,L,299.6,310.9,1472,40.9,137,0,0,0,0,0,0,99.45,92.34,99.55,0.449999999999989,60.2048,81.7777777777778,75.1737888,Medium,Plan,MC-8165,Line 101
8166,L55345,L,299.6,311,1552,33.2,139,0,0,0,0,0,0,99.15,91.08,100,0,51.5264,86.2222222222222,78.5312,Medium,Plan,MC-8166,Line 101
8167,L55346,L,299.7,311.1,1603,31.4,141,0,0,0,0,0,0,98.85,90.64,100,0,50.3342,89.0555555555556,80.7199555555556,Medium,Plan,MC-8167,Line 101
8168,H37581,H,299.7,311.1,1353,47.1,143,0,0,0,0,0,0,98.55,90.86,97.65,2.34999999999999,63.7263,75.1666666666667,66.69146715,Warning,Normal,MC-8168,Line 201
8169,L55348,L,299.7,311.1,1690,30.6,148,0,0,0,0,0,0,97.8,90.2,100,0,51.714,93.8888888888889,84.6877777777778,Medium,Plan,MC-8169,Line 101
8170,M23029,M,299.8,311.2,1745,26.3,150,0,0,0,0,0,0,97.5,89.26,100,0,45.8935,96.9444444444444,86.5326111111111,Low,Normal,MC-8170,Line 102
8171,L55350,L,299.9,311.3,1522,45.7,153,0,0,0,0,0,0,97.05,90.74,98.03,1.97000000000001,69.5554,84.5555555555556,75.2142146022222,Medium,Plan,MC-8171,Line 101
8172,H37585,H,300,311.4,1641,34.5,155,0,0,0,0,0,0,96.75,90.7,100,0,56.6145,91.1666666666667,82.6881666666667,Medium,Plan,MC-8172,Line 201
8173,L55352,L,299.9,311.4,1596,28.9,160,0,0,0,0,0,0,96,89.38,100,0,46.1244,88.6666666666667,79.2502666666667,Medium,Plan,MC-8173,Line 101
8174,H37587,H,299.9,311.4,1497,37,162,0,0,0,0,0,0,95.7,90.92,100,0,55.389,83.1666666666667,75.6151333333333,Medium,Plan,MC-8174,Line 201
8175,L55354,L,299.9,311.3,1371,52.3,167,0,0,0,0,0,0,94.95,88.86,96.05,3.95,71.7033,76.1666666666667,65.00827285,Warning,Normal,MC-8175,Line 101
8176,M23035,M,299.9,311.3,1445,41.2,169,0,0,0,0,0,0,94.65,91,99.38,0.620000000000005,59.534,80.2777777777778,72.5998505555556,Medium,Plan,MC-8176,Line 102
8177,L55356,L,299.8,311.2,1564,40,172,0,0,0,0,0,0,94.2,91.12,99.76,0.239999999999995,62.56,86.8888888888889,78.9831399822222,Medium,Plan,MC-8177,Line 101
8178,L55357,L,299.7,311.1,1439,44.9,174,0,0,0,0,0,0,93.9,90.06,98.31,1.69,64.6111,79.9444444444444,70.78120103,Medium,Plan,MC-8178,Line 101
8179,L55358,L,299.7,311.2,1352,52.1,176,0,0,0,0,0,0,93.6,88.54,96.13,3.86999999999999,70.4392,75.1111111111111,63.9296970577778,Warning,Normal,MC-8179,Line 101
8180,L55359,L,299.8,311.3,1560,35.4,178,0,0,0,0,0,0,93.3,89.96,100,0,55.224,86.6666666666667,77.9653333333333,Medium,Plan,MC-8180,Line 101
8181,M23040,M,299.7,311.2,1616,42.3,180,0,0,0,0,0,0,93,90.34,99.07,0.929999999999993,68.3568,89.7777777777778,80.3509656711111,Medium,Plan,MC-8181,Line 102
8182,L55361,L,299.7,311.2,1835,23.7,183,0,0,0,0,0,0,92.55,87.42,100,0,43.4895,100,87.42,Low,Normal,MC-8182,Line 101
8183,M23042,M,299.7,311.1,1649,32.7,185,0,0,0,0,0,0,92.25,89.14,100,0,53.9223,91.6111111111111,81.6621444444444,Medium,Plan,MC-8183,Line 102
8184,L55363,L,299.8,311.1,1452,47.3,188,0,0,0,0,0,0,91.8,89.02,97.59,2.41,68.6796,80.6666666666667,70.07885852,Medium,Plan,MC-8184,Line 101
8185,L55364,L,299.8,311.1,2144,17.7,190,0,0,0,0,0,0,91.5,85.94,100,0,37.9488,100,85.94,Low,Normal,MC-8185,Line 101
8186,L55365,L,299.7,311.1,1554,41,192,0,0,0,0,0,0,91.2,90.12,99.48,0.519999999999996,63.714,86.3333333333333,77.39902128,Medium,Plan,MC-8186,Line 101
8187,L55366,L,299.7,311,1827,25.4,194,0,0,0,0,0,0,90.9,87.32,100,0,46.4058,100,87.32,Low,Normal,MC-8187,Line 101
8188,L55367,L,299.6,310.9,1448,46.3,196,0,0,0,0,0,0,90.6,88.9,97.93,2.06999999999999,67.0424,80.4444444444444,70.0347483111111,Medium,Plan,MC-8188,Line 101
8189,M23048,M,299.6,310.9,1530,38.8,198,0,0,0,0,0,0,90.3,89.84,100,0,59.364,85,76.364,Medium,Plan,MC-8189,Line 102
8190,L55369,L,299.7,311,1983,21,201,0,0,0,0,0,0,89.85,86.16,100,0,41.643,100,86.16,Low,Normal,MC-8190,Line 101
8191,M23050,M,299.7,310.9,1620,37.2,203,0,0,0,0,0,0,89.55,89.32,100,0,60.264,90,80.388,Medium,Plan,MC-8191,Line 102
8192,M23051,M,299.6,310.9,1630,29.8,206,0,0,0,0,0,0,89.1,87.72,100,0,48.574,90.5555555555556,79.4353333333333,Medium,Plan,MC-8192,Line 102
8193,L55372,L,299.6,310.9,1229,65.2,209,1,0,0,0,1,0,88.65,63.73,92.26,7.73999999999999,80.1308,68.2777777777778,40.1454884677778,High,Immediate,MC-8193,Line 101
8194,L55373,L,299.5,310.8,1873,22.3,211,0,0,0,0,0,0,88.35,86.02,100,0,41.7679,100,86.02,Low,Normal,MC-8194,Line 101
8195,L55374,L,299.4,310.7,1426,45.7,213,0,0,0,0,0,0,88.05,88.34,98.15,1.85000000000001,65.1682,79.2222222222222,68.6901902555556,Warning,Normal,MC-8195,Line 101
8196,L55375,L,299.4,310.8,1376,53.9,215,1,0,0,0,1,0,87.75,63.55,95.67,4.33,74.1664,76.4444444444444,46.4769112,High,Immediate,MC-8196,Line 101
8197,L55376,L,299.4,310.8,1622,33.6,217,0,0,0,0,0,0,87.45,88.04,100,0,54.4992,90.1111111111111,79.3338222222222,Medium,Plan,MC-8197,Line 101
8198,M23057,M,299.4,310.7,1492,45.7,219,0,0,0,0,0,0,87.15,88.1,98.15,1.85000000000001,68.1844,82.8888888888889,71.6741465555556,Medium,Plan,MC-8198,Line 102
8199,M23058,M,299.3,310.7,1374,48.9,222,0,0,0,0,0,0,86.7,87.34,97.19,2.81,67.1886,76.3333333333333,64.7961194466667,Warning,Normal,MC-8199,Line 102
